"","Code","Chapter","Symptom","adl","attachment","attention","avoidance","behavior","cogdev","communication","prereq","concentration","delusion","detachment","duration","feeling","hallucination","iho","impulse","motor","onset","orientation","rigidity","risk","self.concept","self.harm","sensory","sleep","sexual","somatic","substance","thought"
"137","F72_1",1,"Skill acquisition in all domains involves long-term teaching and ongoing support. .Caretakers provide extensive supports for problem solving throughout life..The individual requires support for all activities of daily living, including meals, dressing, bathing, and elimination. The individual requires supervision at all times. .In adulthood, participation in tasks at home, recreation, and work requires ongoing support and assistance. .The individual cannot make responsible decisions regarding well-being of self or others..Relationships with family members and familiar others are a source of pleasure and help..Attainment of conceptual skills is limited..The individual generally has little understanding of written language or of concepts involving numbers, quantity, time, and money..Spoken language is quite limited in terms of vocabulary and grammar. .Speech may be single words or phrases and may be supplemented through augmentative means. .Language is used for social communication more than for explication. .Speech and communication are focused on the here and now within everyday events..Individuals understand simple speech and gestural communication..Maladaptive behavior, including self-injury, is present in a significant minority.",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"138","F73_1",1,"The individual is dependent on others for all aspects of daily physical care, health, and safety, although he or she may be able to participate in some of these activities as well. .Individuals without severe physical impairments may assist with some daily work tasks at home, like carrying dishes to the table. .Simple actions with objects may be the basis of participation in some vocational activities with high levels of ongoing support. .The individual enjoys relationships with well-known family members, caretakers, and familiar others, and initiates and responds to social interactions through gestural and emotional cues. .Maladaptive behavior is present in a significant minority..He or she may understand some simple instructions or gestures. .Conceptual skills generally involve the physical world rather than symbolic processes..The individual has very limited understanding of symbolic communication in speech or gesture. . The individual expresses his or her own desires and emotions largely through nonverbal, nonsymbolic communication..co-occurring motor and sensory impairments may prevent functional use of objects..Co-occurring physical and sensory impairments are frequent barriers to participation (beyond watching) in home, recreational, and vocational activities. .Co-occurring sensory and physical impairments may prevent many social activities.",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"139","F79_1",1,"This category is reserved for individuals over the age of 5 years when assessment of the degree of intellectual disability (intellectual developmental disorder) by means of locally available procedures is rendered difficult or impossible because of associated sensory or physical impairments, as in blindness or prelingual deafness; locomotor disability; or presence of severe problem behaviors or co-occurring mental disorder. This category should only be used in exceptional circumstances and requires reassessment after a period of time.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","F80.0_1",1,"The disturbance causes limitations in effective communication that interfere with social participation, academic achievement, or occupational performance, individually or in any combination..Persistent difficulty with speech sound production that interferes with speech intelligibility or prevents verbal communication of messages..Onset of symptoms is in the early developmental period.",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"141","F80.2_1",1,"Reduced vocabulary (word knowledge and use)..Limited sentence structure (ability to put words and word endings together to form sentences based on the rules of grammar and morphology)..Language abilities are substantially and quantifiably below those expected for age, resulting in functional limitations in effective communication, social participation, academic achievement, or occupational performance, individually or in any combination..Impairments in discourse (ability to use vocabulary and connect sentences to explain or describe a topic or series of events or have a conversation)..Persistent difficulties in the acquisition and use of language across modalities (i.e., spoken, written, sign language, or other) due to deficits in comprehension or production that include the following:.Onset of symptoms is in the early developmental period.",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"142","F80.81_1",1,"The disturbance causes anxiety about speaking or limitations in effective communication, social participation, or academic or occupational performance, individually or in any combination..Disturbances in the normal fluency and time patterning of speech that are inappropriate for the individuals age and language skills, persist over time, and are characterized by frequent and marked occurrences of one (or more) of the following:.Monosyllabic whole-word repetitions (e.g., I-I-I-I see him)..Words produced with an excess of physical tension..Sound prolongations of consonants as well as vowels..Sound and syllable repetitions..Broken words (e.g., pauses within a word)..Audible or silent blocking (filled or unfilled pauses in speech)..Circumlocutions (word substitutions to avoid problematic words)..The onset of symptoms is in the early developmental period. (Note: Later-onset cases are diagnosed as 307.0 [F98.5] adult-onset fluency disorder.)",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"143","F80.89_1",1,"The deficits result in functional limitations in effective communication, social participation, social relationships, academic achievement, or occupational performance, individually or in combination..Difficulties following rules for conversation and storytelling, such as taking turns in conversation, rephrasing when misunderstood, and knowing how to use verbal and nonverbal signals to regulate interaction..Persistent difficulties in the social use of verbal and nonverbal communication as manifested by all of the following:.Impairment of the ability to change communication to match context or the needs of the listener, such as speaking differently in a classroom than on a playground, talking differently to a child than to an adult, and avoiding use of overly formal language..Deficits in using communication for social purposes, such as greeting and sharing information, in a manner that is appropriate for the social context..Difficulties understanding what is not explicitly stated (e.g., making inferences) and nonliteral or ambiguous meanings of language (e.g., idioms, humor, metaphors, multiple meanings that depend on the context for interpretation)..The onset of the symptoms is in the early developmental period (but deficits may not become fully manifest until social communication demands exceed limited capacities).",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"144","F81.0_1",1,"Difficulties mastering number sense, number facts, or calculation (e.g., has poor understanding of numbers, their magnitude, and relationships; counts on fingers to add single-digit numbers instead of recalling the math fact as peers do; gets lost in the midst of arithmetic computation and may switch procedures)..Difficulties with mathematical reasoning (e.g., has severe difficulty applying mathematical concepts, facts, or procedures to solve quantitative problems)..Inaccurate or slow and effortful word reading (e.g., reads single words aloud incorrectly or slowly and hesitantly, frequently guesses words, has difficulty sounding out words)..Difficulty understanding the meaning of what is read (e.g., may read text accurately but not understand the sequence, relationships, inferences, or deeper meanings of what is read)..Difficulties with spelling (e.g., may add, omit, or substitute vowels or consonants)..Difficulties with written expression (e.g., makes multiple grammatical or punctuation errors within sentences; employs poor paragraph organization; written expression of ideas lacks clarity)..Difficulties learning and using academic skills, as indicated by the presence of at least one of the following symptoms that have persisted for at least 6 months, despite the provision of interventions that target those difficulties:.The affected academic skills are substantially and quantifiably below those expected for the individuals chronological age, and cause significant interference with academic or occupational performance, or with activities of daily living, as confirmed by individually administered standardized achievement measures and comprehensive clinical assessment. For individuals age 17 years and older, a documented history of impairing learning difficulties may be substituted for the standardized assessment..The learning difficulties begin during school-age years but may not become fully manifest until the demands for those affected academic skills exceed the individuals limited capacities (e.g., as in timed tests, reading or writing lengthy complex reports for a tight deadline, excessively heavy academic loads).",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","F82_1",1,"The motor skills deficit in Criterion A significantly and persistently interferes with activities of daily living appropriate to chronological age (e.g., self-care and self-maintenance) and impacts academic/school productivity, prevocational and vocational activities, leisure, and play..The acquisition and execution of coordinated motor skills is substantially below that expected given the individuals chronological age and opportunity for skill learning and use. Difficulties are manifested as clumsiness (e.g., dropping or bumping into objects) as well as slowness and inaccuracy of performance of motor skills (e.g., catching an object, using scissors or cutlery, handwriting, riding a bike, or participating in sports)..The motor skills deficits are not better explained by intellectual disability (intellectual developmental disorder) or visual impairment and are not attributable to a neurological condition affecting movement (e.g., cerebral palsy, muscular dystrophy, degenerative disorder)..Onset of symptoms is in the early developmental period.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"146","F88_1",1,"This diagnosis is reserved for individuals under the age of 5 years when the clinical severity level cannot be reliably assessed during early childhood. This category is diagnosed when an individual fails to meet expected developmental milestones in several areas of intellectual functioning, and applies to individuals who are unable to undergo systematic assessments of intellectual functioning, including children who are too young to participate in standardized testing. This category requires reassessment after a period of time.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","F90.2_1",1,"There is clear evidence that the symptoms interfere with, or reduce the quality of, social, academic, or occupational functioning..Is often forgetful in daily activities (e.g., doing chores, running errands; for older adolescents and adults, returning calls, paying bills, keeping appointments)..Often has difficulty organizing tasks and activities (e.g., difficulty managing sequential tasks; difficulty keeping materials and belongings in order; messy, disorganized work; has poor time management; fails to meet deadlines)..Often loses things necessary for tasks or activities (e.g., school materials, pencils, books, tools, wallets, keys, paperwork, eyeglasses, mobile telephones)..Often does not follow through on instructions and fails to finish schoolwork, chores, or duties in the workplace (e.g., starts tasks but quickly loses focus and is easily sidetracked)..Often fails to give close attention to details or makes careless mistakes in schoolwork, at work, or during other activities (e.g., overlooks or misses details, work is inaccurate)..Is often easily distracted by extraneous stimuli (for older adolescents and adults, may include unrelated thoughts)..Often leaves seat in situations when remaining seated is expected (e.g., leaves his or her place in the classroom, in the office or other workplace, or in other situations that require remaining in place)..Often does not seem to listen when spoken to directly (e.g., mind seems elsewhere, even in the absence of any obvious distraction)..Often has difficulty sustaining attention in tasks or play activities (e.g., has difficulty remaining focused during lectures, conversations, or lengthy reading)..Several inattentive or hyperactive-impulsive symptoms are present in two or more settings (e.g., at home, school, or work; with friends or relatives; in other activities)..A persistent pattern of inattention and/or hyperactivity-impulsivity that interferes with functioning or development, as characterized by (1) and/or (2):.Often avoids, dislikes, or is reluctant to engage in tasks that require sustained mental effort (e.g., schoolwork or homework; for older adolescents and adults, preparing reports, completing forms, reviewing lengthy papers)..Often talks excessively..Inattention: Six (or more) of the following symptoms have persisted for at least 6months to a degree that is inconsistent with developmental level and that negatively impacts directly on social and academic/occupational activities:.Often unable to play or engage in leisure activities quietly..Often blurts out an answer before a question has been completed (e.g., completes peoples sentences; cannot wait for turn in conversation)..Hyperactivity and impulsivity: Six (or more) of the following symptoms have persisted for at least 6 months to a degree that is inconsistent with developmental level and that negatively impacts directly on social and academic/occupational activities:.Often has difficulty waiting his or her turn (e.g., while waiting in line)..Is often on the go, acting as if driven by a motor (e.g., is unable to be or uncomfortable being still for extended time, as in restaurants, meetings; may be experienced by others as being restless or difficult to keep up with)..Often interrupts or intrudes on others (e.g., butts into conversations, games, or activities; may start using other peoples things without asking or receiving permission; for adolescents and adults, may intrude into or take over what others are doing)..Often fidgets with or taps hands or feet or squirms in seat..Often runs about or climbs in situations where it is inappropriate. (Note: In adolescents or adults, may be limited to feeling restless.).Several inattentive or hyperactive-impulsive symptoms were present prior to age 12 years..Note: The symptoms are not solely a manifestation of oppositional behavior, defiance, hostility, or failure to understand tasks or instructions. For older adolescents and adults (age 17 and older), at least five symptoms are required.",1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"148","F91.3_15",15,"The disturbance in behavior is associated with distress in the individual or others in his or her immediate social context (e.g., family, peer group, work colleagues), or it impacts negatively on social, educational, occupational, or other important areas of functioning..Is often touchy or easily annoyed..Often loses temper..Angry/Irritable Mood.Is often angry and resentful..A pattern of angry/irritable mood, argumentative/defiant behavior, or vindictiveness lasting at least 6 months as evidenced by at least four symptoms from any of the following categories, and exhibited during interaction with at least one individual who is not a sibling..Often actively defies or refuses to comply with requests from authority figures or with rules..Often argues with authority figures or, for children and adolescents, with adults..Vindictiveness.Often deliberately annoys others..Has been spiteful or vindictive at least twice within the past 6 months..The behaviors do not occur exclusively during the course of a psychotic, substance use, depressive, or bipolar disorder. Also, the criteria are not met for disruptive mood dysregulation disorder..Often blames others for his or her mistakes or misbehavior.",1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"149","F93.0_5",5,"The disturbance causes clinically significant distress or impairment in social, academic, occupational, or other important areas of functioning..Persistent reluctance or refusal to sleep away from home or to go to sleep without being near a major attachment figure..Persistent reluctance or refusal to go out, away from home, to school, to work, or elsewhere because of fear of separation..Persistent and excessive fear of or reluctance about being alone or without major attachment figures at home or in other settings..Persistent and excessive worry about losing major attachment figures or about possible harm to them, such as illness, injury, disasters, or death..Developmentally inappropriate and excessive fear or anxiety concerning separation from those to whom the individual is attached, as evidenced by at least three of the following:.Recurrent excessive distress when anticipating or experiencing separation from home or from major attachment figures..Persistent and excessive worry about experiencing an untoward event (e.g., getting lost, being kidnapped, having an accident, becoming ill) that causes separation from a major attachment figure..The fear, anxiety, or avoidance is persistent, lasting at least 4 weeks in children and adolescents and typically 6 months or more in adults..Repeated nightmares involving the theme of separation..Repeated complaints of physical symptoms (e.g., headaches, stomachaches, nausea, vomiting) when separation from major attachment figures occurs or is anticipated.",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"150","F94.0_5",5,"The disturbance interferes with educational or occupational achievement or with social communication..Consistent failure to speak in specific social situations in which there is an expectation for speaking (e.g., at school) despite speaking in other situations..The duration of the disturbance is at least 1 month (not limited to the first month of school).",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","F94.1_7",7,"Minimal social and emotional responsiveness to others..The child rarely or minimally responds to comfort when distressed..Rearing in unusual settings that severely limit opportunities to form selective attachments (e.g., institutions with high child-to-caregiver ratios)..The child rarely or minimally seeks comfort when distressed..Social neglect or deprivation in the form of persistent lack of having basic emotional needs for comfort, stimulation, and affection met by caregiving adults..Repeated changes of primary caregivers that limit opportunities to form stable attachments (e.g., frequent changes in foster care)..The child has experienced a pattern of extremes of insufficient care as evidenced by at least one of the following:.Episodes of unexplained irritability, sadness, or fearfulness that are evident even during nonthreatening interactions with adult caregivers..Limited positive affect..The care in CriterionC is presumed to be responsible for the disturbed behavior in Criterion A (e.g., the disturbances in Criterion A began following the lack of adequate care in Criterion C)..The criteria are not met for autism spectrum disorder..The disturbance is evident before age 5 years..A consistent pattern of inhibited, emotionally withdrawn behavior toward adult caregivers, manifested by both of the following:.The child has a developmental age of at least 9 months.",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","F94.2_7",7,"The behaviors in Criterion A are not limited to impulsivity (as in attention-deficit/hyperactivity disorder) but include socially disinhibited behavior..Social neglect or deprivation in the form of persistent lack of having basic emotional needs for comfort, stimulation, and affection met by caregiving adults..Reduced or absent reticence in approaching and interacting with unfamiliar adults..Repeated changes of primary caregivers that limit opportunities to form stable attachments (e.g., frequent changes in foster care)..Diminished or absent checking back with adult caregiver after venturing away, even in unfamiliar settings..The child has experienced a pattern of extremes of insufficient care as evidenced by at least one of the following:.A pattern of behavior in which a child actively approaches and interacts with unfamiliar adults and exhibits at least two of the following:.Willingness to go off with an unfamiliar adult with minimal or no hesitation..Rearing in unusual settings that severely limit opportunities to form selective attachments (e.g., institutions with high child-to-caregiver ratios)..Overly familiar verbal or physical behavior (that is not consistent with culturally sanctioned and with age-appropriate social boundaries)..The care in Criterion C is presumed to be responsible for the disturbed behavior in Criterion A (e.g., the disturbances in Criterion A began following the pathogenic care in Criterion C)..The child has a developmental age of at least 9 months.",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","F95.2_1",1,"The tics may wax and wane in frequency but have persisted for more than 1 year since first tic onset..Both multiple motor and one or more vocal tics have been present at some time during the illness, although not necessarily concurrently..Onset is before age 18 years.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"154","F98.0_11",11,"Repeated voiding of urine into bed or clothes, whether involuntary or intentional..The behavior is clinically significant as manifested by either a frequency of at least twice a week for at least 3 consecutive months or the presence of clinically significant distress or impairment in social, academic (occupational), or other important areas of functioning..Chronological age is at least 5 years (or equivalent developmental level).",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"155","F98.1_11",11,"Repeated passage of feces into inappropriate places (e.g., clothing, floor), whether involuntary or intentional..At least one such event occurs each month for at least 3 months..Chronological age is at least 4 years (or equivalent developmental level).",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"156","F98.4_1",1,"The repetitive motor behavior interferes with social, academic, or other activities and may result in self-injury..Repetitive, seemingly driven, and apparently purposeless motor behavior (e.g., hand shaking or waving, body rocking, head banging, self-biting, hitting own body)..Onset is in the early developmental period.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"157","G25.81_12",12,"The symptoms in Criterion A are accompanied by significant distress or impairment in social, occupational, educational, academic, behavioral, or other important areas of functioning..The symptoms in Criterion A occur at least three times per week and have persisted for at least 3 months..The urge to move the legs begins or worsens during periods of rest or inactivity..The urge to move the legs is partially or totally relieved by movement..The urge to move the legs is worse in the evening or at night than during the day, or occurs only in the evening or at night..An urge to move the legs, usually accompanied by or in response to uncomfortable and unpleasant sensations in the legs, characterized by all of the following:",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"158","G47.09_1",1,"Restricted to nonrestorative sleep: Predominant complaint is nonrestorative sleep unaccompanied by other sleep symptoms such as difficulty falling asleep or remaining asleep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"159","G47.09_2",2,"Restricted to nonrestorative sleep: Predominant complaint is nonrestorative sleep unaccompanied by other sleep symptoms such as difficulty falling asleep or remaining asleep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"160","G47.21_12",12,"A persistent or recurrent pattern of sleep disruption that is primarily due to an alteration of the circadian system or to a misalignment between the endogenous circadian rhythm and the sleepwake schedule required by an individuals physical environment or social or professional schedule..The sleep disruption leads to excessive sleepiness or insomnia, or both.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"161","G47.31_1",1,"Evidence by polysomnography of five or more central apneas per hour of sleep.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","G47.31_2",2,"Evidence by polysomnography of five or more central apneas per hour of sleep.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","G47.33_12",12,"Evidence by polysomnography of at least five obstructive apneas or hypopneas per hour of sleep and either of the following sleep symptoms:.Evidence by polysomnography of 15 or more obstructive apneas and/or hypopneas per hour of sleep regardless of accompanying symptoms..Nocturnal breathing disturbances: snoring, snorting/gasping, or breathing pauses during sleep.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"164","G47.34_1",1,"Polysomnograpy demonstrates episodes of decreased respiration associated with elevated CO2 levels. (Note: In the absence of objective measurement of CO2, persistent low levels of hemoglobin oxygen saturation unassociated with apneic/hypopneic events may indicate hypoventilation.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"165","G47.34_2",2,"Polysomnograpy demonstrates episodes of decreased respiration associated with elevated CO2 levels. (Note: In the absence of objective measurement of CO2, persistent low levels of hemoglobin oxygen saturation unassociated with apneic/hypopneic events may indicate hypoventilation.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"166","G47.419_12",12,"Recurrent periods of an irrepressible need to sleep, lapsing into sleep, or napping occurring within the same day. These must have been occurring at least three times per week over the past 3 months..Nocturnal sleep polysomnography showing rapid eye movement (REM) sleep latency less than or equal to 15 minutes, or a multiple sleep latency test showing a mean sleep latency less than or equal to 8 minutes and two or more sleep-onset REM periods..Hypocretin deficiency, as measured using cerebrospinal fluid (CSF) hypocretin-1 immunoreactivity values (less than or equal to one-third of values obtained in healthy subjects tested using the same assay, or less than or equal to 110 pg/mL). Low CSF levels of hypocretin-1 must not be observed in the context of acute brain injury, inflammation, or infection..Episodes of cataplexy, defined as either (a) or (b), occurring at least a few times per month:.In individuals with long-standing disease, brief (seconds to minutes) episodes of sudden bilateral loss of muscle tone with maintained consciousness that are precipitated by laughter or joking..In children or in individuals within 6 months of onset, spontaneous grimaces or jaw-opening episodes with tongue thrusting or a global hypotonia, without any obvious emotional triggers.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"167","G47.52_12",12,"The behaviors cause clinically significant distress or impairment in social, occupational, or other important areas of functioning (which may include injury to self or the bed partner)..Repeated episodes of arousal during sleep associated with vocalization and/or complex motor behaviors..Upon awakening from these episodes, the individual is completely awake, alert, and not confused or disoriented..A history suggestive of REM sleep behavior disorder and an established synucleinopathy diagnosis (e.g., Parkinsons disease, multiple system atrophy)..REM sleep without atonia on polysomnographic recording..These behaviors arise during rapid eye movement (REM) sleep and therefore usually occur more than 90 minutes after sleep onset, are more frequent during the later portions of the sleep period, and uncommonly occur during daytime naps.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
"168","Z72.0_16",16,"A great deal of time is spent in activities necessary to obtain or use tobacco..Important social, occupational, or recreational activities are given up or reduced because of tobacco use..Recurrent tobacco use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., interference with work)..Craving, or a strong desire or urge to use tobacco..Recurrent tobacco use in situations in which it is physically hazardous (e.g., smoking in bed)..Tobacco use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by tobacco..Continued tobacco use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of tobacco (e.g., arguments with others about tobacco use)..There is a persistent desire or unsuccessful efforts to cut down or control tobacco use..Tobacco (or a closely related substance, such as nicotine) is taken to relieve or avoid withdrawal symptoms..A need for markedly increased amounts of tobacco to achieve the desired effect..A markedly diminished effect with continued use of the same amount of tobacco..Withdrawal, as manifested by either of the following:.The characteristic withdrawal syndrome for tobacco (refer to Criteria A and B of the criteria set for tobacco withdrawal)..Tolerance, as defined by either of the following:.Tobacco is often taken in larger amounts or over a longer period than was intended..A problematic pattern of tobacco use leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"169","F06.0_2",2,"Prominent hallucinations or delusions..The disturbance does not occur exclusively during the course of a delirium..There is evidence from the history, physical examination, or laboratory findings that the disturbance is the direct pathophysiological consequence of another medical condition.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","F06.0_2",2,"Prominent hallucinations or delusions..The disturbance does not occur exclusively during the course of a delirium..There is evidence from the history, physical examination, or laboratory findings that the disturbance is the direct pathophysiological consequence of another medical condition.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","F10.20_16",16,"A great deal of time is spent in activities necessary to obtain alcohol, use alcohol, or recover from its effects..A great deal of time is spent in activities necessary to obtain alcohol, use alcohol, or recover from its effects..Important social, occupational, or recreational activities are given up or reduced because of alcohol use..Important social, occupational, or recreational activities are given up or reduced because of alcohol use..Alcohol (or a closely related substance, such as a benzodiazepine) is taken to relieve or avoid withdrawal symptoms..Alcohol (or a closely related substance, such as a benzodiazepine) is taken to relieve or avoid withdrawal symptoms..Craving, or a strong desire or urge to use alcohol..Craving, or a strong desire or urge to use alcohol..Recurrent alcohol use in situations in which it is physically hazardous..Recurrent alcohol use in situations in which it is physically hazardous..Continued alcohol use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of alcohol..Continued alcohol use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of alcohol..Alcohol use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by alcohol..Alcohol use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by alcohol..A need for markedly increased amounts of alcohol to achieve intoxication or desired effect..A need for markedly increased amounts of alcohol to achieve intoxication or desired effect..A markedly diminished effect with continued use of the same amount of alcohol..A markedly diminished effect with continued use of the same amount of alcohol..There is a persistent desire or unsuccessful efforts to cut down or control alcohol use..There is a persistent desire or unsuccessful efforts to cut down or control alcohol use..The characteristic withdrawal syndrome for alcohol (refer to Criteria A and B of the criteria set for alcohol withdrawal, pp. 499500)..The characteristic withdrawal syndrome for alcohol (refer to Criteria A and B of the criteria set for alcohol withdrawal, pp. 499500)..Withdrawal, as manifested by either of the following:.Withdrawal, as manifested by either of the following:.Tolerance, as defined by either of the following:.Tolerance, as defined by either of the following:.Recurrent alcohol use resulting in a failure to fulfill major role obligations at work, school, or home..Recurrent alcohol use resulting in a failure to fulfill major role obligations at work, school, or home..A problematic pattern of alcohol use leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.A problematic pattern of alcohol use leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.Alcohol is often taken in larger amounts or over a longer period than was intended..Alcohol is often taken in larger amounts or over a longer period than was intended.",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"172","F10.20_16",16,"A great deal of time is spent in activities necessary to obtain alcohol, use alcohol, or recover from its effects..A great deal of time is spent in activities necessary to obtain alcohol, use alcohol, or recover from its effects..Important social, occupational, or recreational activities are given up or reduced because of alcohol use..Important social, occupational, or recreational activities are given up or reduced because of alcohol use..Alcohol (or a closely related substance, such as a benzodiazepine) is taken to relieve or avoid withdrawal symptoms..Alcohol (or a closely related substance, such as a benzodiazepine) is taken to relieve or avoid withdrawal symptoms..Craving, or a strong desire or urge to use alcohol..Craving, or a strong desire or urge to use alcohol..Recurrent alcohol use in situations in which it is physically hazardous..Recurrent alcohol use in situations in which it is physically hazardous..Continued alcohol use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of alcohol..Continued alcohol use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of alcohol..Alcohol use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by alcohol..Alcohol use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by alcohol..A need for markedly increased amounts of alcohol to achieve intoxication or desired effect..A need for markedly increased amounts of alcohol to achieve intoxication or desired effect..A markedly diminished effect with continued use of the same amount of alcohol..A markedly diminished effect with continued use of the same amount of alcohol..There is a persistent desire or unsuccessful efforts to cut down or control alcohol use..There is a persistent desire or unsuccessful efforts to cut down or control alcohol use..The characteristic withdrawal syndrome for alcohol (refer to Criteria A and B of the criteria set for alcohol withdrawal, pp. 499500)..The characteristic withdrawal syndrome for alcohol (refer to Criteria A and B of the criteria set for alcohol withdrawal, pp. 499500)..Withdrawal, as manifested by either of the following:.Withdrawal, as manifested by either of the following:.Tolerance, as defined by either of the following:.Tolerance, as defined by either of the following:.Recurrent alcohol use resulting in a failure to fulfill major role obligations at work, school, or home..Recurrent alcohol use resulting in a failure to fulfill major role obligations at work, school, or home..A problematic pattern of alcohol use leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.A problematic pattern of alcohol use leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.Alcohol is often taken in larger amounts or over a longer period than was intended..Alcohol is often taken in larger amounts or over a longer period than was intended.",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
